"","Year","Yr","ATOS","DnsBay","DnsNear","DnsOff","DnsWayoff","Pupratio","LinDens","Trend5yr"
"71",1985,3,438,0,14.4501806894037,0,0,0.23125,3.12698412698413,NA
"72",1985,3,439,0,14.6332171748721,0.305873507987957,0,0.222222222222222,3.31746031746032,NA
"73",1985,3,440,0,15.1817482918549,0.372721034128846,0,0.206349206349206,3.61904761904762,NA
"74",1985,3,441,0,15.1817482918549,0.474817749220017,0,0.204188481675393,3.65079365079365,NA
"75",1985,3,442,0,14.7134118359669,0.474817749220017,0,0.20855614973262,3.58730158730159,NA
"76",1985,3,443,0,14.6011005697003,0.610378891638191,0,0.206349206349206,3.61904761904762,NA
"77",1985,3,444,0,14.2140657075699,0.765323705738302,0,0.205263157894737,3.63492063492063,NA
"78",1985,3,445,0,13.1646189431038,0.765323705738302,0,0.194594594594595,3.50793650793651,NA
"79",1985,3,446,0,13.7160711387449,0.765323705738302,0,0.188775510204082,3.6984126984127,NA
"80",1985,3,447,0,13.4923051927027,1.13986284359478,0,0.176470588235294,3.80952380952381,NA
"81",1985,3,448,0,14.4426519784384,1.13986284359478,0,0.167400881057269,4.20634920634921,NA
"82",1985,3,449,0,16.2564106079354,1.1871843315614,0,0.168627450980392,4.73015873015873,NA
"83",1986,4,368,0,3.54081089025537,0,0,0.131147540983607,2.09090909090909,NA
"84",1986,4,369,0,4.12067038722135,0,0,0.114285714285714,2.16666666666667,NA
"85",1986,4,370,0,4.66715234815555,0,0,0.131578947368421,2.20512820512821,NA
"86",1986,4,371,0,5.07902423233574,0,0,0.114942528735632,2.30952380952381,NA
"87",1986,4,372,0,4.94442601356533,0,0,0.125,2.2,NA
"88",1986,4,373,0,4.90982399565299,0,0,0.130434782608696,2.16666666666667,NA
"89",1986,4,374,0,6.93071558282703,0,0,0.1484375,2.88235294117647,NA
"90",1986,4,375,0,7.82284326046406,0,0,0.171052631578947,3.2962962962963,NA
"91",1986,4,376,0,8.01372471205207,0,0,0.158536585365854,3.33333333333333,NA
"92",1986,4,377,0,7.65134830231452,0,0,0.157575757575758,3.18333333333333,NA
"93",1986,4,378,0,7.58444881889549,0,0,0.158823529411765,3.12698412698413,NA
"94",1986,4,379,0,7.75364676117049,0,0,0.169590643274854,3.17460317460317,NA
"95",1986,4,380,0,7.7290500218404,0,0,0.170588235294118,3.15873015873016,NA
"96",1986,4,381,0,8.10216897143405,0,0,0.169491525423729,3.28571428571429,NA
"97",1986,4,382,0,9.16086243253742,0,0,0.16,3.68253968253968,NA
"98",1986,4,383,0,9.11120625184907,0,0,0.161616161616162,3.65079365079365,NA
"99",1986,4,384,0,8.96686296181737,0,0,0.16580310880829,3.57142857142857,NA
"100",1986,4,385,0,8.83252014428049,0,0,0.164893617021277,3.47619047619048,NA
"101",1986,4,386,0,8.64869398570661,0,0,0.145077720207254,3.50793650793651,NA
"102",1986,4,387,0,8.76204281076968,0,0,0.142857142857143,3.55555555555556,NA
"103",1986,4,388,0,8.22623462072721,0,0,0.146067415730337,3.23809523809524,NA
"104",1986,4,389,0,8.90220566733978,0,0,0.126262626262626,3.53968253968254,NA
"105",1986,4,390,0,10.2472566274967,0,0,0.120772946859903,3.68253968253968,NA
"106",1986,4,391,0,9.80328781897663,0,0,0.11219512195122,3.61904761904762,NA
"107",1986,4,392,0,9.40800039062162,0,0,0.116751269035533,3.49206349206349,NA
"108",1986,4,393,0,9.43185665915471,0,0,0.115,3.53968253968254,NA
"109",1986,4,394,0,9.24953801887296,0,0,0.111675126903553,3.47619047619048,NA
"110",1986,4,395,0,7.44377838587199,0,0,0.0920245398773006,2.82539682539683,NA
"111",1986,4,396,0,6.40141473495997,0,0,0.0567375886524823,2.36507936507937,NA
"112",1986,4,397,0,6.63555389845602,0,0,0.0588235294117647,2.57142857142857,NA
"113",1986,4,398,0,6.7204083371965,0,0,0.0576923076923077,2.61904761904762,NA
"114",1986,4,399,0,7.62632404348167,0,0,0.0486486486486486,3.07936507936508,NA
"115",1986,4,400,0,8.4629562461332,0,0,0.0392156862745098,3.36507936507937,NA
"116",1986,4,401,0,8.51715855344484,0,0,0.0390243902439024,3.38095238095238,NA
"117",1986,4,402,0,9.66527961719974,0,0,0.0452488687782805,3.66666666666667,NA
"118",1986,4,403,0,11.1672023781001,0,0,0.0386266094420601,3.84126984126984,NA
"119",1986,4,404,0,11.7025385949975,0,0,0.05,4,NA
"120",1986,4,405,0,11.7025385949975,0.115652465338259,0,0.0537190082644628,4.04761904761905,NA
"121",1986,4,406,0,11.6437434052075,0.115652465338259,0,0.0541666666666667,4.01587301587302,NA
"122",1986,4,407,0,12.0698161172292,0.115652465338259,0,0.0732758620689655,3.95238095238095,NA
"123",1986,4,408,0,12.1602996910593,0.115652465338259,0,0.0901287553648069,4.03174603174603,NA
"124",1986,4,409,0,12.5737153455469,0.115652465338259,0,0.0916666666666667,4.15873015873016,NA
"125",1986,4,410,0,11.915944247081,0.115652465338259,0,0.110599078341014,3.82539682539683,NA
"126",1986,4,411,0,12.3222516613572,0.115652465338259,0,0.130044843049327,4,NA
"127",1986,4,412,0,12.8728156440114,0.115652465338259,0,0.14468085106383,4.26984126984127,NA
"128",1986,4,413,0,13.4165342401721,0.115652465338259,0,0.147540983606557,4.44444444444444,NA
"129",1986,4,414,0,13.2469612596971,0.115652465338259,0,0.145833333333333,4.36507936507936,NA
"130",1986,4,415,0,13.2201944844089,0.115652465338259,0,0.146443514644351,4.34920634920635,NA
"131",1986,4,416,0,13.7643303794273,0.115652465338259,0,0.154150197628458,4.63492063492064,NA
"132",1986,4,417,0,13.8531694946379,0.115652465338259,0,0.153543307086614,4.65079365079365,NA
"133",1986,4,418,0,13.4254397708075,0.115652465338259,0,0.165957446808511,4.34920634920635,NA
"134",1986,4,419,0,13.3040997836241,0.115652465338259,0,0.168831168831169,4.28571428571429,NA
"135",1986,4,420,0,12.1007336416001,0.115652465338259,0,0.192893401015228,3.73015873015873,NA
"136",1986,4,421,0,11.2784585205011,0.115652465338259,0,0.209039548022599,3.3968253968254,NA
"137",1986,4,422,0,11.3365674794561,0.115652465338259,0,0.209039548022599,3.3968253968254,NA
"138",1986,4,423,0,9.81532746610756,0.115652465338259,0,0.220779220779221,2.98412698412698,NA
"139",1986,4,424,0,8.82888139080304,0.115652465338259,0,0.291338582677165,2.6031746031746,NA
"140",1986,4,425,0,10.3005029046167,0.115652465338259,0,0.300751879699248,2.74603174603175,NA
"141",1986,4,426,0,10.546776241164,0,0,0.298507462686567,2.76190476190476,NA
"142",1986,4,427,0,10.7928356767685,0,0,0.303703703703704,2.79365079365079,NA
"143",1986,4,428,0,10.5786207955114,0,0,0.314516129032258,2.58730158730159,NA
"144",1986,4,429,0,11.4334981559631,0,0,0.277777777777778,2.55555555555556,NA
"145",1986,4,430,0,14.1969338921045,0,0,0.3,3.3015873015873,NA
"146",1986,4,431,0,15.0455196351185,0,0,0.259887005649718,3.53968253968254,NA
"147",1986,4,432,0,13.21503766812,0,0,0.265822784810127,3.17460317460317,NA
"148",1986,4,433,0,13.3987766265803,0,0,0.27027027027027,2.98412698412698,NA
"149",1986,4,434,0,16.9267031717859,0,0,0.277456647398844,3.50793650793651,NA
"150",1986,4,435,0,17.0402911405636,0,0,0.274285714285714,3.53968253968254,NA
"151",1986,4,436,0,18.7794223721103,0,0,0.288659793814433,3.96825396825397,NA
"152",1986,4,437,0,18.7288732424787,0,0,0.281081081081081,3.76190476190476,NA
"153",1986,4,438,0,18.648130179873,0,0,0.284153005464481,3.73015873015873,NA
"154",1986,4,439,0,18.6625750996852,0.122349403195183,0,0.274193548387097,3.76190476190476,NA
"155",1986,4,440,0,19.150158314781,0.189196929336072,0,0.27,4.03174603174603,NA
"156",1986,4,441,0,19.150158314781,0.189196929336072,0,0.27,4.03174603174603,NA
"157",1986,4,442,0,18.9159900868371,0.189196929336072,0,0.272727272727273,4,NA
"158",1986,4,443,0,18.8036788205704,0.324758071754247,0,0.27,4.03174603174603,NA
"159",1986,4,444,0,18.8036788205704,0.479702885854358,0,0.266009852216749,4.07936507936508,NA
"160",1986,4,445,0,17.2295086738712,0.479702885854358,0,0.256410256410256,3.88888888888889,NA
"161",1986,4,446,0,16.1116324452973,0.5204484515823,0,0.235897435897436,3.82539682539683,NA
"162",1986,4,447,0,16.1080992067145,1.19461889972396,0,0.226415094339623,4.12698412698413,NA
"163",1986,4,448,0,16.8504004282753,1.19461889972396,0,0.229437229437229,4.50793650793651,NA
"164",1986,4,449,0,18.2592139568105,1.19461889972396,0,0.217898832684825,4.96825396825397,NA
"165",1987,5,368,0,3.59710086596192,0,0,0.147540983606557,2.12121212121212,NA
"166",1987,5,369,0,3.97784129358481,0,0,0.132352941176471,2.13888888888889,NA
"167",1987,5,370,0,4.6432421836388,0,0,0.146666666666667,2.20512820512821,NA
"168",1987,5,371,0,5.32781826727612,0,0,0.147727272727273,2.4047619047619,NA
"169",1987,5,372,0,5.27863547786899,0,0,0.155555555555556,2.31111111111111,NA
"170",1987,5,373,0,5.05849060367638,0,0,0.164835164835165,2.20833333333333,NA
"171",1987,5,374,0,7.87634806023369,0,0,0.179856115107914,3.2156862745098,NA
"172",1987,5,375,0,9.41632274049686,0,0,0.204545454545455,3.92592592592593,NA
"173",1987,5,376,0,8.9709443104735,0,0,0.203389830508475,3.73684210526316,NA
"174",1987,5,377,0,8.52239709494982,0,0,0.203389830508475,3.55,NA
"175",1987,5,378,0,8.11656866185697,0,0,0.203389830508475,3.38095238095238,NA
"176",1987,5,379,0,8.06595545774048,0,0,0.205714285714286,3.34920634920635,NA
"177",1987,5,380,0,8.04135871841039,0,0,0.206896551724138,3.33333333333333,NA
"178",1987,5,381,0,8.01228615110754,0,0,0.208092485549133,3.31746031746032,NA
"179",1987,5,382,0,8.73219770465784,0,0,0.202127659574468,3.58730158730159,NA
"180",1987,5,383,0,8.68254152396949,0,0,0.204301075268817,3.55555555555556,NA
"181",1987,5,384,0,8.39385494390609,0,0,0.209039548022599,3.3968253968254,NA
"182",1987,5,385,0,8.28890972126422,0,0,0.208092485549133,3.31746031746032,NA
"183",1987,5,386,0,8.13648191969041,0,0,0.185393258426966,3.34920634920635,NA
"184",1987,5,387,0,8.82061654964241,0,0,0.16751269035533,3.65079365079365,NA
"185",1987,5,388,0,8.39196999760843,0,0,0.169398907103825,3.3968253968254,NA
"186",1987,5,389,0,9.19806195723221,0,0,0.150485436893204,3.76190476190476,NA
"187",1987,5,390,0,10.7567152836127,0,0,0.142201834862385,3.95238095238095,NA
"188",1987,5,391,0,10.2685693674827,0,0,0.134259259259259,3.88888888888889,NA
"189",1987,5,392,0,9.65877132619323,0,0,0.131707317073171,3.68253968253968,NA
"190",1987,5,393,0,9.57585464266038,0,0,0.131067961165049,3.6984126984127,NA
"191",1987,5,394,0,9.49222047643242,0,0,0.126829268292683,3.66666666666667,NA
"192",1987,5,395,0,7.35422546416563,0,0,0.0946745562130177,2.93650793650794,NA
"193",1987,5,396,0,5.71153426445947,0,0,0.0373134328358209,2.20634920634921,NA
"194",1987,5,397,0,6.63250302111532,0,0,0.0432098765432099,2.68253968253968,NA
"195",1987,5,398,0,6.69317301470701,0,0,0.0426829268292683,2.71428571428571,NA
"196",1987,5,399,0,7.48395647946563,0,0,0.043010752688172,3.07936507936508,NA
"197",1987,5,400,0,9.27531694088641,0,0,0.0448430493273543,3.6984126984127,NA
"198",1987,5,401,0,10.6845769309891,0,0,0.0401606425702811,4.11111111111111,NA
"199",1987,5,402,0,11.9717800192071,0,0,0.0485074626865672,4.46031746031746,NA
"200",1987,5,403,0,14.2392540579944,0,0,0.0662020905923345,4.85714285714286,NA
"201",1987,5,404,0,14.7745902748919,0,0,0.0748299319727891,5.01587301587302,NA
"202",1987,5,405,0,14.7745902748919,0,0,0.0748299319727891,5.01587301587302,NA
"203",1987,5,406,0,14.6863974902068,0,0,0.0756013745704467,4.96825396825397,NA
"204",1987,5,407,0,15.1664137128685,0,0,0.0909090909090909,4.95238095238095,NA
"205",1987,5,408,0,15.1191228169001,0,0,0.119718309859155,5.04761904761905,NA
"206",1987,5,409,0,15.5842154281986,0,0,0.123711340206186,5.19047619047619,NA
"207",1987,5,410,0,15.0132450961037,0,0,0.144981412639405,4.88888888888889,NA
"208",1987,5,411,0,16.0157364878154,0,0,0.172043010752688,5.19047619047619,NA
"209",1987,5,412,0,16.4826038235315,0,0,0.192307692307692,5.41269841269841,NA
"210",1987,5,413,0,16.921899289286,0,0,0.194539249146758,5.55555555555556,NA
"211",1987,5,414,0,16.8403453711223,0,0,0.191780821917808,5.52380952380952,NA
"212",1987,5,415,0,16.8403453711223,0,0,0.191780821917808,5.52380952380952,NA
"213",1987,5,416,0,16.8212195320956,0,0,0.204152249134948,5.52380952380952,NA
"214",1987,5,417,0,16.8629951785671,0,0,0.204152249134948,5.52380952380952,NA
"215",1987,5,418,0,16.8342663406216,0,0,0.210909090909091,5.28571428571429,NA
"216",1987,5,419,0,17.0812741940094,0,0,0.20863309352518,5.33333333333333,NA
"217",1987,5,420,0,16.2904907292508,0,0,0.22265625,4.96825396825397,NA
"218",1987,5,421,0,14.616214381802,0,0,0.25,4.36507936507936,NA
"219",1987,5,422,0,13.3192656579659,0,0,0.282051282051282,3.96825396825397,NA
"220",1987,5,423,0,12.0320625697479,0,0,0.295454545454545,3.61904761904762,NA
"221",1987,5,424,0,10.6188471241095,0,0,0.32,3.14285714285714,NA
"222",1987,5,425,0,12.1960979921711,0,0,0.32484076433121,3.3015873015873,NA
"223",1987,5,426,0,12.6886446652657,0,0,0.317073170731707,3.42857142857143,NA
"224",1987,5,427,0,13.6728824076835,0,0,0.325443786982249,3.55555555555556,NA
"225",1987,5,428,0,13.8756173568739,0,0,0.34375,3.41269841269841,NA
"226",1987,5,429,0,15.1771929624257,0,0,0.324503311258278,3.17460317460317,NA
"227",1987,5,430,0,18.1199954792564,0,0,0.336898395721925,3.96825396825397,NA
"228",1987,5,431,0,18.60143303803,0,0,0.340314136125654,4.06349206349206,NA
"229",1987,5,432,0,15.8618492107735,0,0,0.339393939393939,3.50793650793651,NA
"230",1987,5,433,0,16.2899479156519,0,0,0.33125,3.38095238095238,NA
"231",1987,5,434,0,19.0682324265794,0,0,0.342696629213483,3.79365079365079,NA
"232",1987,5,435,0,19.809243741807,0,0,0.342245989304813,3.98412698412698,NA
"233",1987,5,436,0,21.4839627055186,0,0,0.351219512195122,4.3968253968254,NA
"234",1987,5,437,0,21.5173575856048,0,0,0.343283582089552,4.28571428571429,NA
"235",1987,5,438,0,21.4836779917381,0,0,0.345,4.26984126984127,NA
"236",1987,5,439,0,20.9120761596763,0,0,0.35978835978836,4.07936507936508,NA
"237",1987,5,440,0,21.3357731353405,0,0,0.352941176470588,4.38095238095238,NA
"238",1987,5,441,0,21.3357731353405,0,0,0.352941176470588,4.38095238095238,NA
"239",1987,5,442,0,21.2186890213685,0,0,0.354679802955665,4.36507936507937,NA
"240",1987,5,443,0,21.1063777551018,0,0,0.356435643564356,4.34920634920635,NA
"241",1987,5,444,0,21.1063777551018,0.309889628200222,0,0.352657004830918,4.44444444444444,NA
"242",1987,5,445,0,19.5322076084027,0.309889628200222,0,0.346733668341708,4.25396825396825,NA
"243",1987,5,446,0,17.8641612745122,0.350635193928164,0,0.347368421052632,4.06349206349206,NA
"244",1987,5,447,0,17.5172586601963,1.36189086614066,0,0.323809523809524,4.41269841269841,NA
"245",1987,5,448,0,17.5213815749437,1.36189086614066,0,0.315555555555556,4.6984126984127,NA
"246",1987,5,449,0,18.5713663665803,1.36189086614066,0,0.298387096774194,5.11111111111111,NA
"247",1988,6,368,0,3.74194412534451,0,0,0.107692307692308,2.18181818181818,NA
"248",1988,6,369,0,3.72175780528378,0,0,0.102941176470588,2.08333333333333,NA
"249",1988,6,370,0,4.08306119791768,0,0,0.10958904109589,2.07692307692308,NA
"250",1988,6,371,0,4.8076502091065,0,0,0.116279069767442,2.28571428571429,NA
"251",1988,6,372,0,4.99714868696265,0,0,0.134831460674157,2.24444444444444,NA
"252",1988,6,373,0,4.68482689402749,0,0,0.134831460674157,2.10416666666667,NA
"253",1988,6,374,0,8.33037553277232,0,0,0.183673469387755,3.41176470588235,NA
"254",1988,6,375,0,9.10354537487423,0,0,0.192982456140351,3.77777777777778,NA
"255",1988,6,376,0,8.67462891146258,0,0,0.191860465116279,3.59649122807018,NA
"256",1988,6,377,0,8.24089746588946,0,0,0.191860465116279,3.41666666666667,NA
"257",1988,6,378,0,7.84847377703758,0,0,0.191860465116279,3.25396825396825,NA
"258",1988,6,379,0,7.77255397086283,0,0,0.195266272189349,3.20634920634921,NA
"259",1988,6,380,0,8.36340072510088,0,0,0.185792349726776,3.44444444444444,NA
"260",1988,6,381,0,8.33432815779803,0,0,0.186813186813187,3.42857142857143,NA
"261",1988,6,382,0,8.58841458846284,0,0,0.18716577540107,3.52380952380952,NA
"262",1988,6,383,0,8.51393031743032,0,0,0.190217391304348,3.47619047619048,NA
"263",1988,6,384,0,8.16862967893342,0,0,0.196531791907514,3.28571428571429,NA
"264",1988,6,385,0,8.23268021270258,0,0,0.194285714285714,3.31746031746032,NA
"265",1988,6,386,0,7.80006873892892,0,0,0.187878787878788,3.11111111111111,NA
"266",1988,6,387,0,8.89710915459626,0,0,0.158163265306122,3.6031746031746,NA
"267",1988,6,388,0,8.41488178355804,0,0,0.161111111111111,3.31746031746032,NA
"268",1988,6,389,0,9.19487648268561,0,0,0.143564356435644,3.66666666666667,NA
"269",1988,6,390,0,10.6682319619216,0,0,0.134883720930233,3.87301587301587,NA
"270",1988,6,391,0,10.9464810021031,0.018733398661997,0,0.116182572614108,4.26984126984127,NA
"271",1988,6,392,0,10.3366829608136,0.018733398661997,0,0.11304347826087,4.06349206349206,NA
"272",1988,6,393,0,10.0063057770539,0.018733398661997,0,0.105263157894737,4,NA
"273",1988,6,394,0,10.1133728782065,0.018733398661997,0,0.103448275862069,4.06349206349206,NA
"274",1988,6,395,0,7.32313565700928,0.018733398661997,0,0.0483870967741935,3.0952380952381,NA
"275",1988,6,396,0,6.31608539132044,0.018733398661997,0,0.0182926829268293,2.65079365079365,NA
"276",1988,6,397,0,7.11235690398351,0.018733398661997,0,0.0265957446808511,3.06349206349206,NA
"277",1988,6,398,0,7.14269190077936,0.018733398661997,0,0.0264550264550265,3.07936507936508,NA
"278",1988,6,399,0,8.62111316098025,0.018733398661997,0,0.021551724137931,3.76190476190476,NA
"279",1988,6,400,0,10.182812024783,0.018733398661997,0,0.0226415094339623,4.3015873015873,NA
"280",1988,6,401,0,10.9766285213175,0.018733398661997,0,0.0181159420289855,4.46031746031746,NA
"281",1988,6,402,0,11.8542669905571,0.018733398661997,0,0.0277777777777778,4.6984126984127,NA
"282",1988,6,403,0,14.1607967818959,0.018733398661997,0,0.0482315112540193,5.17460317460317,NA
"283",1988,6,404,0,14.3749312686549,0.018733398661997,0,0.0476190476190476,5.23809523809524,NA
"284",1988,6,405,0,14.3449393530694,0.018733398661997,0,0.0477707006369427,5.22222222222222,NA
"285",1988,6,406,0,14.2567465683844,0.018733398661997,0,0.0482315112540193,5.17460317460317,NA
"286",1988,6,407,0,14.3256257843525,0.018733398661997,0,0.0519480519480519,5.14285714285714,NA
"287",1988,6,408,0,14.2202806249236,0.018733398661997,0,0.0849673202614379,5.26984126984127,NA
"288",1988,6,409,0,14.6336962794112,0.018733398661997,0,0.0897435897435897,5.3968253968254,NA
"289",1988,6,410,0,14.0988795605466,0.018733398661997,0,0.106529209621993,5.11111111111111,NA
"290",1988,6,411,0,16.0299253829945,0.018733398661997,0,0.124600638977636,5.58730158730159,NA
"291",1988,6,412,0,16.0224310360013,0,0,0.158783783783784,5.44444444444444,NA
"292",1988,6,413,0,16.6460858657095,0,0,0.167213114754098,5.65079365079365,NA
"293",1988,6,414,0,16.7744846682635,0,0,0.164516129032258,5.73015873015873,NA
"294",1988,6,415,0,16.7026026818233,0,0,0.166123778501629,5.68253968253968,NA
"295",1988,6,416,0,16.8051042949868,0,0,0.179153094462541,5.74603174603175,NA
"296",1988,6,417,0,16.7998164727192,0,0,0.179738562091503,5.73015873015873,NA
"297",1988,6,418,0,17.0129942291413,0,0,0.181208053691275,5.58730158730159,NA
"298",1988,6,419,0,17.4134082181167,0,0,0.177631578947368,5.68253968253968,NA
"299",1988,6,420,0,15.9349869579158,0,0,0.206896551724138,5,NA
"300",1988,6,421,0,14.3732880941131,0,0,0.232456140350877,4.46031746031746,NA
"301",1988,6,422,0,12.9640281040104,0,0,0.262376237623762,4.04761904761905,NA
"302",1988,6,423,0,13.0539767900968,0,0,0.269430051813472,3.88888888888889,NA
"303",1988,6,424,0,11.4116264870009,0,0,0.270588235294118,3.42857142857143,NA
"304",1988,6,425,0,13.7325965021928,0,0,0.275675675675676,3.74603174603175,NA
"305",1988,6,426,0,14.2867115094242,0,0,0.276041666666667,3.88888888888889,NA
"306",1988,6,427,0,16.1321572764577,0,0,0.287128712871287,4.12698412698413,NA
"307",1988,6,428,0,17.4147154457755,0,0,0.298076923076923,4.28571428571429,NA
"308",1988,6,429,0,18.5161532713848,0,0,0.287234042553191,3.84126984126984,NA
"309",1988,6,430,0,21.106306204401,0.0448530382317777,0,0.275555555555556,4.55555555555556,NA
"310",1988,6,431,0,21.9521941628994,0.0448530382317777,0,0.282051282051282,4.76190476190476,NA
