"","x1","year","atos_id","dns_bay","dns_near","dns_off","dns_wayoff","pupratio","lin_dens","area_m2","area_km2","area_bay","area_near","area_off","area_wayoff","section","total_counts","pup_prop","pup_counts","n_indep"
"37",37,1985,"404",0,10.7541884631047,0,0,0.0921658986175115,3.76190476190476,"1658401.39323267",1.6584014,0,0.59301188515,1.064416748,0,4,6.3773615737641,0.0843881856540084,0.538173972469544,5.83918760129456
"38",38,1985,"405",0,10.8215286517077,0.115652465338259,0,0.100917431192661,3.80952380952381,"1316846.45487558",1.3168465,0,0.4960211596,0.82005237975,0,4,5.46254826988927,0.091666666666667,0.500733591406519,4.96181467848275
"39",39,1985,"406",0,10.9389624103712,0.115652465338259,0,0.105990783410138,3.80952380952381,"1416391.99590305",1.416392,0,0.60640398996,0.80915657547,0,4,6.72701140446932,0.0958333333333331,0.644671926261642,6.08233947820768
"40",40,1985,"407",0,11.5073617516569,0.115652465338259,0,0.126168224299065,3.82539682539683,"1037868.75767441",1.0378688,0,0.50916974152,0.52808954047,0,4,5.92027526594298,0.112033195020747,0.663267353445892,5.25700791249709
"41",41,1985,"408",0,11.760827124696,0.115652465338259,0,0.140909090909091,3.98412698412698,"913799.174831771",0.9137992,0,0.52325754243,0.39000597136,0,4,6.19904665029694,0.123505976095618,0.765619307407192,5.43342734288975
"42",42,1985,"409",0,11.9158579951289,0.115652465338259,0,0.139013452914798,4.03174603174603,"796275.357485033",0.7962754,0,0.46166792978,0.33413989535,0,4,5.53981359482872,0.122047244094488,0.676118982046023,4.86369461278269
"43",43,1985,"410",0,11.2219332834326,0.115652465338259,0,0.148514851485149,3.68253968253968,"654179.898783747",0.6541799,0,0.34557401058,0.30822139172,0,4,3.9136550550394,0.129310344827587,0.506076084703372,3.40757897033603
"44",44,1985,"411",0,14.2028531706099,0.115652465338259,0,0.162393162393162,4.31746031746032,"670113.568462003",0.6701136,0,0.29284760484,0.37687141162,0,4,4.20285764077667,0.139705882352941,0.587163935108504,3.61569370566817
"45",45,1985,"412",0,14.5081464707501,0.115652465338259,0,0.155737704918033,4.47619047619048,"594553.720010186",0.5945537,0,0.27129079506,0.32291293323,0,4,3.97327226771439,0.134751773049646,0.535405482883499,3.43786678483089
"46",46,1985,"413",0,14.6831463390034,0.115652465338259,0,0.153846153846154,4.52380952380952,"465146.502794847",0.4651465,0,0.22316056835,0.24171250347,0,4,3.30465392910761,0.133333333333333,0.440620523881015,2.86403340522659
"47",47,1985,"414",0,14.5745401877316,0.115652465338259,0,0.151020408163265,4.47619047619048,"550066.795116972",0.5500668,0,0.2965055487,0.25323834867,0,4,4.35071967475543,0.131205673758865,0.570839106262237,3.7798805684932
"48",48,1985,"415",0,14.467473086579,0.115652465338259,0,0.153526970954357,4.41269841269841,"661462.9720852",0.661463,0,0.24933262241,0.4117426073,0,4,3.65483205194189,0.133093525179856,0.486434481733273,3.16839757020861
"49",49,1985,"416",0,14.7699478971357,0.115652465338259,0,0.156626506024096,4.57142857142857,"600504.691885397",0.6005047,0,0.18014084533,0.4200126953,0,4,2.70924640335489,0.135416666666666,0.366877117120974,2.34236928623392
"50",50,1985,"417",0,14.8849626578497,0.115652465338259,0,0.155378486055777,4.6031746031746,"792693.708765246",0.7926937,0,0.35918659853,0.43304513976,0,4,5.3965618443351,0.13448275862069,0.725744523893341,4.67081732044176
"51",51,1985,"418",0,14.3861736818785,0.115652465338259,0,0.161016949152542,4.34920634920635,"987954.436403705",0.9879544,0,0.62624001388,0.36113952477,0,4,9.05096428259042,0.138686131386861,1.25524322167312,7.7957210609173
"52",52,1985,"419",0,14.2648336946952,0.115652465338259,0,0.163793103448276,4.28571428571429,"734296.516860325",0.7342965,0,0.30715848712,0.42671215058,0,4,4.43091504888535,0.140740740740741,0.623610266139419,3.80730478274593
"53",53,1985,"420",0,12.6488848754058,0.115652465338259,0,0.17989417989418,3.53968253968254,"668402.900560863",0.6684029,0,0.43904369314,0.22897385179,0,4,5.57989452025836,0.152466367713005,0.850746249725491,4.72914827053287
"54",54,1985,"421",0,12.4282365384396,0.115652465338259,0,0.177777777777778,3.36507936507937,"343793.379880287",0.3437934,0,0.20446588441,0.13912973762,0,4,2.55724107264635,0.150943396226415,0.385998652474921,2.17124242017143
"55",55,1985,"422",0,12.4863454973946,0.115652465338259,0,0.177777777777778,3.36507936507937,"668999.916106023",0.6689999,0,0.51992676766,0.14868962411,0,4,6.50918157594491,0.150943396226415,0.982517973727535,5.52666360221738
"56",56,1985,"423",0,11.3521403461765,0.115652465338259,0,0.182389937106918,2.98412698412698,"458285.106054656",0.4582851,0,0.34439294067,0.11362992576,0,4,3.92273857776862,0.154255319148936,0.605103291251542,3.31763528651708
"57",57,1985,"424",0,8.98743214797099,0.115652465338259,0,0.254237288135593,2.34920634920635,"709559.210632909",0.7095592,0,0.58675436551,0.12239978911,0,4,5.28757088491435,0.202702702702703,1.07180490910426,4.21576597581009
"58",58,1985,"425",0,8.98024270231332,0.115652465338259,0,0.243478260869565,2.26984126984127,"549703.135956675",0.5497031,0,0.45112872312,0.09826093847,0,4,4.06260954338281,0.195804195804196,0.795475994508522,3.26713354887429
"59",59,1985,"426",0,9.22232868736027,0,0,0.241379310344828,2.28571428571429,"708888.001498366",0.708888,0,0.52202082958,0.18646287665,0,4,4.81424767203524,0.194444444444445,0.936103714006854,3.87814395802839
"60",60,1985,"427",0,9.04609973890676,0,0,0.234782608695652,2.25396825396825,"520556.176530025",0.5205562,0,0.33726829531,0.18299083866,0,4,3.05096263814532,0.190140845070422,0.580112614295236,2.47085002385008
"61",61,1985,"428",0,8.2223144509665,0,0,0.232323232323232,1.93650793650794,"460317.366458926",0.4603174,0,0.27084896934,0.18920574305,0,4,2.22700539463366,0.188524590163934,0.419845279316182,1.80716011531748
"62",62,1985,"429",0,8.58770404717701,0,0,0.195876288659794,1.84126984126984,"416709.387607483",0.4167094,0,0.25794863083,0.15852349771,0,4,2.21518650094256,0.163793103448276,0.362832271706109,1.85235422923645
"63",63,1985,"430",0,11.494002698623,0,0,0.238805970149254,2.63492063492063,"259534.496531288",0.2595345,0,0.17543545883,0.08395160502,0,4,2.01645563722618,0.19277108433735,0.388714339706253,1.62774129751993
"64",64,1985,"431",0,12.6291195629643,0,0,0.191082802547771,2.96825396825397,"239091.669426839",0.2390917,0,0.13556933844,0.10338676073,0,4,1.71212138423073,0.160427807486631,0.274671879823112,1.43744950440762
"65",65,1985,"432",0,9.55653183000339,0,0,0.184,2.34920634920635,"249407.096508873",0.2494071,0,0.14133057529,0.10793542374,0,4,1.35063014131158,0.155405405405405,0.209895224663285,1.14073491664829
"66",66,1985,"433",0,9.43453961625313,0,0,0.196581196581197,2.22222222222222,"143496.725547257",0.1434967,0,0.08202370084,0.06139188789,0,4,0.773855855046675,0.164285714285715,0.127133461900525,0.64672239314615
"67",67,1985,"434",0,11.4665706191552,0,0,0.221374045801527,2.53968253968254,"176625.200231983",0.1766252,0,0.12100101814,0.0555241091,0,4,1.38746671949199,0.18125,0.251478342907923,1.13598837658407
"68",68,1985,"435",0,11.6099003392135,0,0,0.227272727272727,2.57142857142857,"222191.663278957",0.2221917,0,0.15027087864,0.0717944524,0,5,1.74462992489645,0.185185185185185,0.323079615721564,1.42155030917488
"69",69,1985,"436",0,13.9287419812758,0,0,0.245283018867925,3.14285714285714,"333241.045684636",0.333241,0,0.25781135864,0.07523972955,0,5,3.59098789433872,0.196969696969697,0.707315797369749,2.88367209696897
"70",70,1985,"437",0,14.4704764083979,0,0,0.229813664596273,3.14285714285714,"194890.431742933",0.1948904,0,0.1290177378,0.06576124008,0,5,1.86694813109977,0.186868686868687,0.348874145710562,1.5180739853892
"71",71,1985,"438",0,14.4501806894037,0,0,0.23125,3.12698412698413,"266740.915925555",0.2667409,0,0.15227746567,0.1143103828,0,5,2.20043689385597,0.187817258883249,0.413280025749598,1.78715686810637
"72",72,1985,"439",0,14.6332171748721,0.305873507987957,0,0.222222222222222,3.31746031746032,"306403.775406403",0.3064038,0,0.10259603081,0.20363112013,0,5,1.56359536517228,0.181818181818182,0.28429006639496,1.27930529877732
"73",73,1985,"440",0,15.1817482918549,0.372721034128846,0,0.206349206349206,3.61904761904762,"629058.21838176",0.6290582,0,0.27480538611,0.35388942419,0,5,4.30392823331938,0.171052631578947,0.736198250436208,3.56772998288317
"74",74,1985,"441",0,15.1817482918549,0.474817749220017,0,0.204188481675393,3.65079365079365,"649329.462374981",0.6493295,0,0.31698166488,0.33197317028,0,5,4.96996260285505,0.169565217391305,0.84273278917977,4.12722981367528
"75",75,1985,"442",0,14.7134118359669,0.474817749220017,0,0.20855614973262,3.58730158730159,"655063.787471794",0.6550638,0,0.226307592,0.42837943906,0,5,3.53315896376857,0.172566371681416,0.609704422951213,2.92345454081736
"76",76,1985,"443",0,14.6011005697003,0.610378891638191,0,0.206349206349206,3.61904761904762,"381494.891076468",0.3814949,0,0.17319063608,0.2080854659,0,5,2.6557848711765,0.171052631578947,0.454278991122296,2.20150588005421
"77",77,1985,"444",0,14.2140657075699,0.765323705738302,0,0.205263157894737,3.63492063492063,"496505.859916054",0.4965059,0,0.17876798363,0.31745305178,0,5,2.7839742117128,0.170305676855895,0.474126612475106,2.3098475992377
"78",78,1985,"445",0,13.1646189431038,0.765323705738302,0,0.194594594594595,3.50793650793651,"634865.292631349",0.6348653,0,0.27948410459,0.35501772809,0,5,3.95100522084655,0.16289592760181,0.643602660409394,3.30740256043716
"79",79,1985,"446",0,13.7160711387449,0.765323705738302,0,0.188775510204082,3.6984126984127,"627292.355093284",0.6272924,0,0.24642845853,0.38050351417,0,5,3.67123862731976,0.158798283261803,0.582986391462795,3.08825223585696
"80",80,1985,"447",0,13.4923051927027,1.13986284359478,0,0.176470588235294,3.80952380952381,"436518.326750167",0.4365183,0,0.19927094009,0.23699256875,0,5,2.95876336305726,0.15,0.443814504458589,2.51494885859867
"81",81,1985,"448",0,14.4426519784384,1.13986284359478,0,0.167400881057269,4.20634920634921,"634626.986103821",0.634627,0,0.26259244699,0.37166370342,0,5,4.21617696988439,0.143396226415095,0.60458386737965,3.61159310250474
"82",82,1985,"449",0,16.2564106079354,1.1871843315614,0,0.168627450980392,4.73015873015873,"692787.430840143",0.6927874,0,0.17344100366,0.51894052471,0,5,3.43560623169735,0.144295302013423,0.495741838801966,2.93986439289538
"83",83,1986,"368",0,3.54081089025537,0,0,0.131147540983607,2.09090909090909,"1526906.38469493",1.5269064,0,0.62722825595,0.89885000443,0,3,2.22089663934364,0.115942028985508,0.257495262532597,1.96340137681105
"84",84,1986,"369",0,4.12067038722135,0,0,0.114285714285714,2.16666666666667,"1064110.76823465",1.0641108,0,0.64533008461,0.41820507255,0,3,2.65919256963547,0.102564102564102,0.272737699449792,2.38645487018568
"85",85,1986,"370",0,4.66715234815555,0,0,0.131578947368421,2.20512820512821,"1013541.80981549",1.0135418,0,0.54597915993,0.46701284511,0,3,2.54816791831129,0.116279069767442,0.296298595152476,2.25186932315882
"86",86,1986,"371",0,5.07902423233574,0,0,0.114942528735632,2.30952380952381,"927246.37966585",0.9272464,0,0.54641830079,0.38032448471,0,3,2.77527179070413,0.103092783505154,0.286110493887023,2.48916129681711
"87",87,1986,"372",0,4.94442601356533,0,0,0.125,2.2,"1148043.48519275",1.1480435,0,0.63931682433,0.50810151859,0,3,3.16105473712723,0.111111111111111,0.351228304125248,2.80982643300198
"88",88,1986,"373",0,4.90982399565299,0,0,0.130434782608696,2.16666666666667,"949512.775963044",0.9495128,0,0.5498355992,0.39915932046,0,4,2.6995960186164,0.115384615384616,0.311491848301893,2.38810417031451
"89",89,1986,"374",0,6.93071558282703,0,0,0.1484375,2.88235294117647,"1029706.5317536",1.0297065,0,0.65747870521,0.37166447814,0,4,4.55679790757589,0.129251700680272,0.588973879210489,3.9678240283654
"90",90,1986,"375",0,7.82284326046406,0,0,0.171052631578947,3.2962962962963,"842205.602379724",0.8422056,0,0.55797990993,0.28376382943,0,4,4.36498937787024,0.146067415730337,0.637582718115877,3.72740665975437
"91",91,1986,"376",0,8.01372471205207,0,0,0.158536585365854,3.33333333333333,"961583.629041063",0.9615836,0,0.65357532586,0.30747918653,0,4,5.23757274003177,0.136842105263158,0.716720480214875,4.52085225981689
"92",92,1986,"377",0,7.65134830231452,0,0,0.157575757575758,3.18333333333333,"907334.596251402",0.9073346,0,0.59248873638,0.31434546035,0,4,4.53333768724159,0.136125654450262,0.617103559519799,3.91623412772179
"93",93,1986,"378",0,7.58444881889549,0,0,0.158823529411765,3.12698412698413,"989853.585358083",0.9898536,0,0.60822536815,0.38108114294,0,4,4.61305417508754,0.137055837563452,0.632246003692202,3.98080817139534
"94",94,1986,"379",0,7.75364676117049,0,0,0.169590643274854,3.17460317460317,"571102.041105472",0.571102,0,0.2857381012,0.28504751353,0,4,2.21551230291239,0.145,0.321249283922296,1.89426301899009
"95",95,1986,"380",0,7.7290500218404,0,0,0.170588235294118,3.15873015873016,"602477.003247797",0.602477,0,0.23756631622,0.36457666015,0,4,1.83616194156873,0.145728643216081,0.267581388469816,1.56858055309892
"96",96,1986,"381",0,8.10216897143405,0,0,0.169491525423729,3.28571428571429,"877448.211025909",0.8774482,0,0.35143684433,0.52552406176,0,4,2.84740069554922,0.144927536231884,0.412666767470902,2.43473392807832
"97",97,1986,"382",0,9.16086243253742,0,0,0.16,3.68253968253968,"650693.020104109",0.650693,0,0.21786129623,0.43246966857,0,4,1.99579736413731,0.137931034482759,0.275282395053423,1.72051496908389
"98",98,1986,"383",0,9.11120625184907,0,0,0.161616161616162,3.65079365079365,"811519.64173867",0.8115196,0,0.3795820916,0.43148440653,0,4,3.45845072607587,0.139130434782609,0.481175753193165,2.9772749728827
"99",99,1986,"384",0,8.96686296181737,0,0,0.16580310880829,3.57142857142857,"655602.605617475",0.6556026,0,0.36504113784,0.29019418812,0,4,3.27327385843717,0.142222222222222,0.465532282088841,2.80774157634832
"100",100,1986,"385",0,8.83252014428049,0,0,0.164893617021277,3.47619047619048,"772422.474554561",0.7724225,0,0.44949006652,0.32249849311,0,4,3.97013006719188,0.141552511415525,0.561981881657299,3.40814818553458
"101",101,1986,"386",0,8.64869398570661,0,0,0.145077720207254,3.50793650793651,"633919.368498445",0.6339194,0,0.34935746226,0.28420507095,0,4,3.02148578270979,0.126696832579186,0.382812678352371,2.63867310435741
"102",102,1986,"387",0,8.76204281076968,0,0,0.142857142857143,3.55555555555556,"893597.320112832",0.8935973,0,0.43504939765,0.45804392194,0,4,3.81192144700886,0.125,0.476490180876108,3.33543126613275
"103",103,1986,"388",0,8.22623462072721,0,0,0.146067415730337,3.23809523809524,"764577.982065335",0.764578,0,0.32018139426,0.4439641409,0,4,2.63388727037432,0.127450980392157,0.335691514851629,2.29819575552269
"104",104,1986,"389",0,8.90220566733978,0,0,0.126262626262626,3.53968253968254,"895323.613244675",0.8953236,0,0.36106030412,0.53375496723,0,4,3.21423308558849,0.112107623318385,0.360340032016646,2.85389305357184
"105",105,1986,"390",0,10.2472566274967,0,0,0.120772946859903,3.68253968253968,"936841.994394377",0.936842,0,0.41265893071,0.52364861019,0,4,4.22862196261375,0.107758620689655,0.455670470109239,3.77295149250451
"106",106,1986,"391",0,9.80328781897663,0,0,0.11219512195122,3.61904761904762,"759913.263370231",0.7599133,0,0.34033148711,0.41914633711,0,4,3.33636752199966,0.100877192982457,0.33656339037716,2.9998041316225
"107",107,1986,"392",0,9.40800039062162,0,0,0.116751269035533,3.49206349206349,"850789.616905402",0.8507896,0,0.37482558588,0.47547504067,0,4,3.52635925837402,0.104545454545455,0.368664831557284,3.15769442681673
"108",108,1986,"393",0,9.43185665915471,0,0,0.115,3.53968253968254,"887670.997305557",0.887671,0,0.39494201196,0.49221804039,0,4,3.72503644548488,0.103139013452915,0.384196584063463,3.34083986142142
"109",109,1986,"394",0,9.24953801887296,0,0,0.111675126903553,3.47619047619048,"1199385.01567616",1.199385,0,0.5292431498,0.66945008166,0,4,4.89525463530318,0.100456621004566,0.491760739619496,4.40349389568368
"110",110,1986,"395",0,7.44377838587199,0,0,0.0920245398773006,2.82539682539683,"1351047.81097055",1.3510478,0,0.53994266979,0.81032395696,0,4,4.01921357499282,0.0842696629213483,0.338697773173552,3.68051580181927
"111",111,1986,"396",0,6.40141473495997,0,0,0.0567375886524823,2.36507936507937,"1517787.48857287",1.5177875,0,0.88275766731,0.63415255439,0,4,5.65089793891713,0.0536912751677853,0.30340391618347,5.34749402273366
"112",112,1986,"397",0,6.63555389845602,0,0,0.0588235294117647,2.57142857142857,"937148.68977353",0.9371487,0,0.46130666381,0.4752991955,0,4,3.06102523142819,0.0555555555555555,0.170056957301566,2.89096827412662
"113",113,1986,"398",0,6.7204083371965,0,0,0.0576923076923077,2.61904761904762,"1029070.33714906",1.0290703,0,0.55663549601,0.47183844781,0,4,3.74081782816511,0.0545454545454546,0.204044608809006,3.53677321935611
"114",114,1986,"399",0,7.62632404348167,0,0,0.0486486486486486,3.07936507936508,"996543.246104762",0.9965432,0,0.48794664918,0.5080170001,0,4,3.72123926257775,0.0463917525773195,0.172634811150514,3.54860445142724
"115",115,1986,"400",0,8.4629562461332,0,0,0.0392156862745098,3.36507936507937,"620914.27287364",0.6209143,0,0.15485791199,0.4656930846,0,4,1.31055573353892,0.0377358490566038,0.0494549333410912,1.26110080019782
"116",116,1986,"401",0,8.51715855344484,0,0,0.0390243902439024,3.38095238095238,"1549382.17093343",1.5493822,0,0.70116728736,0.84731105975,0,4,5.97195295893394,0.0375586854460093,0.224298702682965,5.74765425625098
"117",117,1986,"402",0,9.66527961719974,0,0,0.0452488687782805,3.66666666666667,"1480754.77213382",1.4807548,0,0.46897216137,1.01091655669,0,4,4.53274707232357,0.0432900432900432,0.196222816983704,4.33652425533986
"118",118,1986,"403",0,11.1672023781001,0,0,0.0386266094420601,3.84126984126984,"1724990.3657474",1.7249904,0,0.46802904061,1.25594915887,0,4,5.2265750153199,0.0371900826446281,0.194376756768096,5.0321982585518
"119",119,1986,"404",0,11.7025385949975,0,0,0.05,4,"1658401.39323267",1.6584014,0,0.59301188515,1.064416748,0,4,6.9397444732601,0.0476190476190476,0.330464022536195,6.6092804507239
"120",120,1986,"405",0,11.7025385949975,0.115652465338259,0,0.0537190082644628,4.04761904761905,"1316846.45487558",1.3168465,0,0.4960211596,0.82005237975,0,4,5.89954784357901,0.0509803921568627,0.300761262613832,5.59878658096518
"121",121,1986,"406",0,11.6437434052075,0.115652465338259,0,0.0541666666666667,4.01587301587302,"1416391.99590305",1.416392,0,0.60640398996,0.80915657547,0,4,7.15439341178603,0.0513833992094862,0.36761705277952,6.78677635900651
"122",122,1986,"407",0,12.0698161172292,0.115652465338259,0,0.0732758620689655,3.95238095238095,"1037868.75767441",1.0378688,0,0.50916974152,0.52808954047,0,4,6.20666000987823,0.0682730923694779,0.423747872160361,5.78291213771787
"123",123,1986,"408",0,12.1602996910593,0.115652465338259,0,0.0901287553648069,4.03174603174603,"913799.174831771",0.9137992,0,0.52325754243,0.39000597136,0,4,6.4080736836404,0.0826771653543307,0.529801367545073,5.87827231609533
"124",124,1986,"409",0,12.5737153455469,0.115652465338259,0,0.0916666666666667,4.15873015873016,"796275.357485033",0.7962754,0,0.46166792978,0.33413989535,0,4,5.84352523588675,0.083969465648855,0.49067769156301,5.35284754432374
"125",125,1986,"410",0,11.915944247081,0.115652465338259,0,0.110599078341014,3.82539682539683,"654179.898783747",0.6541799,0,0.34557401058,0.30822139172,0,4,4.15348720713387,0.099585062240664,0.413625282038228,3.73986192509564
"126",126,1986,"411",0,12.3222516613572,0.115652465338259,0,0.130044843049327,4,"670113.568462003",0.6701136,0,0.29284760484,0.37687141162,0,4,3.65212799313353,0.115079365079365,0.420284570638381,3.23184342249515
