group_code,marine_site_name,site_code,site_lat,site_long,ltm_lat,ltm_long,marine_sort_order,marine_common_year,season_name,marine_season_code,marine_common_season,min_survey_date,max_survey_date,target_assemblage,species_code,size_bin,total,num_plots_sampled,state_province,georegion,bioregion,mpa_designation,mpa_region,mpa_lt_region,mpa_name,island,last_updated
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2020,Fall,FA20,159,2020-12-13,2020-12-13,mytilus,MYTCAL,60,10,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2020,Fall,FA20,159,2020-12-13,2020-12-13,mytilus,MYTCAL,70,4,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2020,Fall,FA20,159,2020-12-13,2020-12-13,mytilus,MYTCAL,80,3,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2021,Fall,FA21,163,2021-11-06,2021-11-06,mytilus,MYTCAL,10,3,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2021,Fall,FA21,163,2021-11-06,2021-11-06,mytilus,MYTCAL,20,10,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2021,Fall,FA21,163,2021-11-06,2021-11-06,mytilus,MYTCAL,30,19,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2021,Fall,FA21,163,2021-11-06,2021-11-06,mytilus,MYTCAL,40,14,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2021,Fall,FA21,163,2021-11-06,2021-11-06,mytilus,MYTCAL,50,17,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2021,Fall,FA21,163,2021-11-06,2021-11-06,mytilus,MYTCAL,60,7,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2021,Fall,FA21,163,2021-11-06,2021-11-06,mytilus,MYTCAL,70,1,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2022,Fall,FA22,167,2022-11-25,2022-11-25,mytilus,MYTCAL,90,1,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2022,Fall,FA22,167,2022-11-25,2022-11-25,mytilus,MYTCAL,20,1,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2022,Fall,FA22,167,2022-11-25,2022-11-25,mytilus,MYTCAL,30,6,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2022,Fall,FA22,167,2022-11-25,2022-11-25,mytilus,MYTCAL,40,13,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2022,Fall,FA22,167,2022-11-25,2022-11-25,mytilus,MYTCAL,50,15,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2022,Fall,FA22,167,2022-11-25,2022-11-25,mytilus,MYTCAL,60,6,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2022,Fall,FA22,167,2022-11-25,2022-11-25,mytilus,MYTCAL,70,5,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2022,Fall,FA22,167,2022-11-25,2022-11-25,mytilus,MYTCAL,80,5,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2023,Fall,FA23,171,2023-11-26,2023-11-26,mytilus,MYTCAL,90,1,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2023,Fall,FA23,171,2023-11-26,2023-11-26,mytilus,MYTCAL,20,5,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2023,Fall,FA23,171,2023-11-26,2023-11-26,mytilus,MYTCAL,30,14,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2023,Fall,FA23,171,2023-11-26,2023-11-26,mytilus,MYTCAL,40,15,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2023,Fall,FA23,171,2023-11-26,2023-11-26,mytilus,MYTCAL,50,3,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2023,Fall,FA23,171,2023-11-26,2023-11-26,mytilus,MYTCAL,60,7,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2023,Fall,FA23,171,2023-11-26,2023-11-26,mytilus,MYTCAL,70,6,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Hopkins,HOP,36.62120056,-121.9073,36.62120056,-121.9073,6090,2023,Fall,FA23,171,2023-11-26,2023-11-26,mytilus,MYTCAL,80,1,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Lovers Point - Julia Platt SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Point Pinos,PIN,36.63795853,-121.93758,36.63795853,-121.93758,6100,2011,Fall,FA11,123,2011-10-26,2011-10-26,mytilus,MYTCAL,20,1,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Asilomar SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Point Pinos,PIN,36.63795853,-121.93758,36.63795853,-121.93758,6100,2011,Fall,FA11,123,2011-10-26,2011-10-26,mytilus,MYTCAL,30,14,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Asilomar SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Point Pinos,PIN,36.63795853,-121.93758,36.63795853,-121.93758,6100,2011,Fall,FA11,123,2011-10-26,2011-10-26,mytilus,MYTCAL,40,21,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Asilomar SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Point Pinos,PIN,36.63795853,-121.93758,36.63795853,-121.93758,6100,2011,Fall,FA11,123,2011-10-26,2011-10-26,mytilus,MYTCAL,50,15,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Asilomar SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Point Pinos,PIN,36.63795853,-121.93758,36.63795853,-121.93758,6100,2011,Fall,FA11,123,2011-10-26,2011-10-26,mytilus,MYTCAL,60,7,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Asilomar SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Point Pinos,PIN,36.63795853,-121.93758,36.63795853,-121.93758,6100,2011,Fall,FA11,123,2011-10-26,2011-10-26,mytilus,MYTCAL,70,4,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Asilomar SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,Point Pinos,PIN,36.63795853,-121.93758,36.63795853,-121.93758,6100,2011,Fall,FA11,123,2011-10-26,2011-10-26,mytilus,MYTCAL,80,2,5,California,CA Central,San Francisco to Government Point,SMR,Central Coast,Central Coast,Asilomar SMR,Mainland,2024-06-03 7:15:44 PM
UCSC,China Rocks,CHI,36.60615921,-121.95939,36.60615921,-121.95939,6110,2011,Fall,FA11,123,2011-10-27,2011-10-27,mytilus,MYTCAL,20,7,5,California,CA Central,San Francisco to Government Point,NONE,Central Coast,Central Coast,NONE,Mainland,2024-06-03 7:15:44 PM
UCSC,China Rocks,CHI,36.60615921,-121.95939,36.60615921,-121.95939,6110,2011,Fall,FA11,123,2011-10-27,2011-10-27,mytilus,MYTCAL,30,27,5,California,CA Central,San Francisco to Government Point,NONE,Central Coast,Central Coast,NONE,Mainland,2024-06-03 7:15:44 PM
UCSC,China Rocks,CHI,36.60615921,-121.95939,36.60615921,-121.95939,6110,2011,Fall,FA11,123,2011-10-27,2011-10-27,mytilus,MYTCAL,40,15,5,California,CA Central,San Francisco to Government Point,NONE,Central Coast,Central Coast,NONE,Mainland,2024-06-03 7:15:44 PM
UCSC,China Rocks,CHI,36.60615921,-121.95939,36.60615921,-121.95939,6110,2011,Fall,FA11,123,2011-10-27,2011-10-27,mytilus,MYTCAL,50,9,5,California,CA Central,San Francisco to Government Point,NONE,Central Coast,Central Coast,NONE,Mainland,2024-06-03 7:15:44 PM
UCSC,China Rocks,CHI,36.60615921,-121.95939,36.60615921,-121.95939,6110,2011,Fall,FA11,123,2011-10-27,2011-10-27,mytilus,MYTCAL,60,1,5,California,CA Central,San Francisco to Government Point,NONE,Central Coast,Central Coast,NONE,Mainland,2024-06-03 7:15:44 PM
UCSC,China Rocks,CHI,36.60615921,-121.95939,36.60615921,-121.95939,6110,2011,Fall,FA11,123,2011-10-27,2011-10-27,mytilus,MYTCAL,70,1,5,California,CA Central,San Francisco to Government Point,NONE,Central Coast,Central Coast,NONE,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2010,Spring,SP10,117,2010-04-20,2010-04-20,mytilus,MYTCAL,10,3,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2010,Spring,SP10,117,2010-04-20,2010-04-20,mytilus,MYTCAL,20,10,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2010,Spring,SP10,117,2010-04-20,2010-04-20,mytilus,MYTCAL,30,12,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2010,Spring,SP10,117,2010-04-20,2010-04-20,mytilus,MYTCAL,40,8,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2010,Spring,SP10,117,2010-04-20,2010-04-20,mytilus,MYTCAL,50,11,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2010,Spring,SP10,117,2010-04-20,2010-04-20,mytilus,MYTCAL,60,5,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2010,Spring,SP10,117,2010-04-20,2010-04-20,mytilus,MYTCAL,80,1,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2011,Spring,SP11,121,2011-03-28,2011-03-28,mytilus,MYTCAL,10,6,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2011,Spring,SP11,121,2011-03-28,2011-03-28,mytilus,MYTCAL,20,6,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2011,Spring,SP11,121,2011-03-28,2011-03-28,mytilus,MYTCAL,30,16,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2011,Spring,SP11,121,2011-03-28,2011-03-28,mytilus,MYTCAL,40,17,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2011,Spring,SP11,121,2011-03-28,2011-03-28,mytilus,MYTCAL,50,2,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2011,Spring,SP11,121,2011-03-28,2011-03-28,mytilus,MYTCAL,60,1,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2011,Fall,FA11,123,2011-10-27,2011-10-27,mytilus,MYTCAL,10,3,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2011,Fall,FA11,123,2011-10-27,2011-10-27,mytilus,MYTCAL,20,7,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2011,Fall,FA11,123,2011-10-27,2011-10-27,mytilus,MYTCAL,30,9,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2011,Fall,FA11,123,2011-10-27,2011-10-27,mytilus,MYTCAL,40,12,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2011,Fall,FA11,123,2011-10-27,2011-10-27,mytilus,MYTCAL,50,10,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2011,Fall,FA11,123,2011-10-27,2011-10-27,mytilus,MYTCAL,60,5,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2011,Fall,FA11,123,2011-10-27,2011-10-27,mytilus,MYTCAL,70,4,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2012,Fall,FA12,127,2012-10-15,2012-10-15,mytilus,MYTCAL,20,3,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2012,Fall,FA12,127,2012-10-15,2012-10-15,mytilus,MYTCAL,30,18,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2012,Fall,FA12,127,2012-10-15,2012-10-15,mytilus,MYTCAL,40,15,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2012,Fall,FA12,127,2012-10-15,2012-10-15,mytilus,MYTCAL,50,9,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2012,Fall,FA12,127,2012-10-15,2012-10-15,mytilus,MYTCAL,60,8,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2012,Fall,FA12,127,2012-10-15,2012-10-15,mytilus,MYTCAL,70,1,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2013,Fall,FA13,131,2013-11-04,2013-11-04,mytilus,MYTCAL,20,3,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2013,Fall,FA13,131,2013-11-04,2013-11-04,mytilus,MYTCAL,30,18,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2013,Fall,FA13,131,2013-11-04,2013-11-04,mytilus,MYTCAL,40,18,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2013,Fall,FA13,131,2013-11-04,2013-11-04,mytilus,MYTCAL,50,8,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2013,Fall,FA13,131,2013-11-04,2013-11-04,mytilus,MYTCAL,60,1,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2013,Fall,FA13,131,2013-11-04,2013-11-04,mytilus,MYTCAL,70,2,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2014,Fall,FA14,135,2014-11-05,2014-11-05,mytilus,MYTCAL,10,1,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2014,Fall,FA14,135,2014-11-05,2014-11-05,mytilus,MYTCAL,20,5,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2014,Fall,FA14,135,2014-11-05,2014-11-05,mytilus,MYTCAL,30,6,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2014,Fall,FA14,135,2014-11-05,2014-11-05,mytilus,MYTCAL,40,11,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2014,Fall,FA14,135,2014-11-05,2014-11-05,mytilus,MYTCAL,50,16,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2014,Fall,FA14,135,2014-11-05,2014-11-05,mytilus,MYTCAL,60,8,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2014,Fall,FA14,135,2014-11-05,2014-11-05,mytilus,MYTCAL,70,7,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2015,Fall,FA15,139,2015-10-26,2015-10-26,mytilus,MYTCAL,20,4,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2015,Fall,FA15,139,2015-10-26,2015-10-26,mytilus,MYTCAL,30,8,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2015,Fall,FA15,139,2015-10-26,2015-10-26,mytilus,MYTCAL,40,23,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2015,Fall,FA15,139,2015-10-26,2015-10-26,mytilus,MYTCAL,50,13,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2015,Fall,FA15,139,2015-10-26,2015-10-26,mytilus,MYTCAL,60,5,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2016,Fall,FA16,143,2016-11-15,2016-11-15,mytilus,MYTCAL,20,3,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2016,Fall,FA16,143,2016-11-15,2016-11-15,mytilus,MYTCAL,30,17,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2016,Fall,FA16,143,2016-11-15,2016-11-15,mytilus,MYTCAL,40,17,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2016,Fall,FA16,143,2016-11-15,2016-11-15,mytilus,MYTCAL,50,10,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2016,Fall,FA16,143,2016-11-15,2016-11-15,mytilus,MYTCAL,70,3,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
UCSC,Stillwater,SWC,36.56087112,-121.94053,36.56087112,-121.94053,6130,2017,Fall,FA17,147,2017-12-05,2017-12-05,mytilus,MYTCAL,20,1,5,California,CA Central,San Francisco to Government Point,SMCA,Central Coast,Central Coast,Carmel Bay SMCA,Mainland,2024-06-03 7:15:44 PM
